ID,Gender,Income,Education_Years,Ed_Category,MaritalStatus,Age,Age_Groups,Race,Hispanic_origin,Region,State,Household_status,Household_summary,Change_msa,Change_region,Move_within_reg,Moved_last_year,Move_sunbelt,Num_persons_worked,Family_members_under18,Birth_country_father,Birth_country_mother,Birth_country_self,Citizenship,Fill_vet_survey,Vet_benefits,Year,Birth_country_father_Reclassify,Birth_country_mother_Reclassify,Birth_country_self_Reclassify,Hour_wage,Capital_gains,Capital_losses,Dividends,Weeks_worked,Type_worker,Industry_code,Occupation_code,Union_member,Reason_unemployed,Employment_status,Tax_status,Own_business,Income_category,Stock_numbers,Investment,Employed,Educated_fulltime,Educated_earning_age
181546,Female,50000+.,16,Bachelors Degree,Widowed,75,Older,White                      ,All other                ,Northeast     ,Unknown       ,Nonfamily householder                    ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,No            ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,99999,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,99999,T,F,No ,No 
181683,Female,-50000,12.5,Some College,Never Married,21,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Entertainment                      ,Other service                        ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,No ,No 
181717,Male,50000+.,12.5,Some College,Married,59,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-durable goods        ,Technicians and related support      ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
181811,Male,50000+.,12.5,Some College,Married,39,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Hospital services                  ,Executive admin and managerial       ,No            ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
181873,Male,50000+.,19,Advanced Degree,Divorced,44,Forties,White                      ,All other                ,Northeast     ,New Mexico    ,Nonfamily householder                    ,Householder                  ,MSA to MSA      ,Different county same state  ,Different county same state,No            ,No            ,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Other professional services        ,Professional specialty               ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,0,F,T,Yes,Yes
181892,Female,50000+.,12.5,Some College,Married,69,Sixties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,3500,52,Self-employed-not incorporated,Wholesale trade                    ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA, 50000+. ,3500,T,T,No ,No 
181975,Male,-50000,18,Advanced Degree,Divorced,45,Forties,White                      ,All other                ,South         ,Unknown       ,Nonfamily householder                    ,Householder                  ,MSA to MSA      ,Different region             ,Different state in South   ,No            ,No            ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,47,Private                       ,Business and repair services       ,Professional specialty               ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,No ,Yes
182005,Female,-50000,12,High School Degree,Married,22,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,12,Self-employed-not incorporated,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182059,Female,-50000,12,High School Degree,Married,71,Older,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint both 65+              ,NA,-50000,0,F,F,No ,No 
182126,Male,50000+.,14,Some College,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Transportation                     ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
182235,Male,-50000,12,High School Degree,Married,29,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Wholesale trade                    ,Sales                                ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182250,Male,50000+.,18,Advanced Degree,Married,47,Forties,Asian or Pacific Islander  ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,Philippines  ,Philippines  ,Philippines  ,Foreign born- Not a citizen of U S         ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,52,Private                       ,Manufacturing-nondurable goods     ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,Yes
182278,Female,-50000,12,High School Degree,Married,55,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,8,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182282,Female,-50000,12.5,Some College,Married,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,F,No ,No 
182323,Female,-50000,12,High School Degree,Never Married,19,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
182347,Female,-50000,12,High School Degree,Married,38,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,32,Private                       ,Retail trade                       ,Sales                                ,No            ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182430,Male,50000+.,12.5,Some College,Married,44,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,Germany      ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,Other        ,United States,0,0,0,0,52,Self-employed-incorporated    ,Construction                       ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
182431,Male,50000+.,12.5,Some College,Married,58,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,250,52,Self-employed-incorporated    ,Business and repair services       ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,250,T,T,No ,No 
182447,Female,-50000,18,Advanced Degree,Married,34,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,England      ,England      ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,Other        ,United States,0,0,0,0,48,Private                       ,Social services                    ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182452,Male,-50000,8,No High School Degree,Married,57,Fifties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,Greece       ,Greece       ,Greece       ,Foreign born- U S citizen by naturalization,Not applicable,Not applicable,94,Other        ,Other        ,Other        ,0,0,0,0,52,Self-employed-incorporated    ,Retail trade                       ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
182460,Male,50000+.,18,Advanced Degree,Married,39,Thirties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,3,52,Private                       ,Manufacturing-nondurable goods     ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,3,T,T,Yes,Yes
182514,Male,50000+.,12.5,Some College,Married,24,Young,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,1200,0,0,3675,52,Private                       ,Wholesale trade                    ,Transportation and material moving   ,No            ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,3675,T,T,No ,No 
182559,Male,50000+.,19,Advanced Degree,Married,69,Sixties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,99999,0,39,52,Self-employed-not incorporated,Medical except hospital            ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint one under 65 & one 65+,NA, 50000+. ,100038,T,T,Yes,No 
182634,Male,-50000,16,Bachelors Degree,Never Married,32,Thirties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,40,Self-employed-not incorporated,Business and repair services       ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
182643,Male,50000+.,16,Bachelors Degree,Married,49,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,50,52,Private                       ,Manufacturing-durable goods        ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,50,T,T,Yes,Yes
182672,Male,50000+.,20,Advanced Degree,Married,69,Sixties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,671,30,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both 65+              ,NA, 50000+. ,671,T,T,No ,No 
182723,Male,50000+.,16,Bachelors Degree,Married,75,Older,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,9,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint one under 65 & one 65+,NA, 50000+. ,9,T,F,No ,No 
182832,Male,50000+.,10,No High School Degree,Married,35,Thirties,White                      ,Mexican-American         ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,Mexico       ,United-States,Mexico       ,Native- Born abroad of American Parent(s)  ,Not applicable,Not applicable,95,Other        ,United States,Other        ,0,0,1977,0,52,Self-employed-incorporated    ,Wholesale trade                    ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,1977,T,T,No ,No 
183013,Male,-50000,12.5,Some College,Never Married,23,Young,White                      ,All other                ,West          ,California    ,In group quarters                        ,Group Quarters- Secondary ind,MSA to nonMSA   ,Different division same regio,Different state in West    ,No            ,No            ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,14,Private                       ,Retail trade                       ,Handlers equip cleaners etc          ,Not applicable,Not applicable,Children or Armed Forces          ,Nonfiler                    ,NA,-50000,0,F,T,No ,No 
183066,Female,-50000,11,No High School Degree,Married,42,Forties,Black                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,45,Private                       ,Medical except hospital            ,Other service                        ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
183074,Male,-50000,12,High School Degree,Never Married,24,Young,Black                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr RP of subfamily     ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Manufacturing-nondurable goods     ,Other service                        ,Not applicable,Not applicable,Full-time schedules               ,Head of household           ,NA,-50000,0,F,T,No ,No 
183101,Male,50000+.,20,Advanced Degree,Widowed,75,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,1,Not applicable,United-States,Unknown      ,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,Other        ,United States,0,25124,0,0,48,Self-employed-incorporated    ,Other professional services        ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,25124,T,T,No ,No 
183176,Male,50000+.,16,Bachelors Degree,Married,45,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Manufacturing-nondurable goods     ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,Yes
183192,Female,50000+.,18,Advanced Degree,Divorced,43,Forties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,Greece       ,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,Other        ,United States,United States,0,0,0,0,52,Private                       ,Utilities and sanitary services    ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA, 50000+. ,0,F,T,Yes,Yes
183218,Female,-50000,16,Bachelors Degree,Married,29,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,3,Not applicable,Germany      ,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,Other        ,United States,United States,0,0,0,0,39,Federal government            ,Public administration              ,Adm support including clerical       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
183227,Female,50000+.,16,Bachelors Degree,Married,52,Fifties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,2500,52,Local government              ,Education                          ,Professional specialty               ,Yes           ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,2500,T,T,Yes,Yes
183244,Female,-50000,12,High School Degree,Married,47,Forties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Medical except hospital            ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,0,F,T,No ,No 
183270,Female,-50000,11,No High School Degree,Never Married,18,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,Germany      ,Native- Born abroad of American Parent(s)  ,Not applicable,Not applicable,95,United States,United States,Other        ,0,0,0,0,42,Private                       ,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,No ,No 
183324,Male,-50000,16,Bachelors Degree,Never Married,40,Forties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Self-employed-not incorporated,Retail trade                       ,Sales                                ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,Yes,Yes
183508,Female,-50000,10,No High School Degree,Married,20,Young,Black                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint both under 65         ,NA,-50000,0,F,F,No ,No 
183583,Female,50000+.,14,Some College,Married,34,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Private                       ,Hospital services                  ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
183909,Female,-50000,12.5,Some College,Never Married,19,Young,White                      ,All other                ,Not applicable,Not applicable,Child 18+ never marr Not in a subfamily  ,Child 18 or older            ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,525,0,0,0,52,Private                       ,Retail trade                       ,Professional specialty               ,No            ,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,No ,No 
183919,Female,50000+.,12,High School Degree,Widowed,65,Sixties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Children or Armed Forces          ,Head of household           ,NA, 50000+. ,0,F,F,No ,No 
183998,Male,50000+.,12.5,Some College,Married,24,Young,White                      ,Mexican-American         ,West          ,California    ,Householder                              ,Householder                  ,MSA to MSA      ,Same county                  ,Same county                ,No            ,Yes           ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Local government              ,Public administration              ,Protective services                  ,Yes           ,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,0,F,T,No ,No 
184117,Male,50000+.,19,Advanced Degree,Married,29,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,1,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Other professional services        ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA, 50000+. ,0,F,T,Yes,No 
184123,Female,-50000,16,Bachelors Degree,Married,34,Thirties,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,5,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,5000,52,Local government              ,Education                          ,Professional specialty               ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,5000,T,T,Yes,No 
184253,Male,50000+.,13,Some College,Married,47,Forties,White                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Nonmover        ,Nonmover                     ,Nonmover                   ,Yes           ,Not applicable,3,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,15024,0,0,52,Private                       ,Manufacturing-nondurable goods     ,Executive admin and managerial       ,Not applicable,Not applicable,Children or Armed Forces          ,Joint both under 65         ,NA, 50000+. ,15024,T,T,No ,No 
184326,Female,-50000,12.5,Some College,Widowed,78,Older,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,Unknown      ,Unknown      ,Unknown      ,Native- Born abroad of American Parent(s)  ,Not applicable,Not applicable,95,Other        ,Other        ,Other        ,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Nonfiler                    ,NA,-50000,0,F,F,No ,No 
184335,Male,50000+.,16,Bachelors Degree,Divorced,51,Fifties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,2,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,2559,0,52,Self-employed-incorporated    ,Finance insurance and real estate  ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA, 50000+. ,2559,T,T,Yes,Yes
184365,Female,-50000,12,High School Degree,Married,27,Young,White                      ,All other                ,Not applicable,Not applicable,Spouse of householder                    ,Spouse of householder        ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,0,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,0,Not applicable                ,Not applicable                     ,Not applicable                       ,Not applicable,Not applicable,Not in labor force                ,Joint both under 65         ,NA,-50000,0,F,F,No ,No 
184392,Male,-50000,16,Bachelors Degree,Married,26,Young,Black                      ,All other                ,Not applicable,Not applicable,Householder                              ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,Jamaica      ,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,Other        ,United States,United States,0,0,0,6,52,Private                       ,Finance insurance and real estate  ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Joint both under 65         ,NA,-50000,6,T,T,Yes,No 
184407,Male,-50000,16,Bachelors Degree,Never Married,25,Young,White                      ,All other                ,South         ,Utah          ,Nonfamily householder                    ,Householder                  ,NonMSA to nonMSA,Different county same state  ,Different county same state,No            ,Yes           ,4,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,94,United States,United States,United States,0,0,0,0,52,Local government              ,Education                          ,Professional specialty               ,Not applicable,Not applicable,Children or Armed Forces          ,Single                      ,NA,-50000,0,F,T,Yes,No 
184534,Female,-50000,16,Bachelors Degree,Divorced,44,Forties,White                      ,All other                ,Not applicable,Not applicable,Nonfamily householder                    ,Householder                  ,Unknown         ,Unknown                      ,Unknown                    ,Not applicable,Unknown       ,6,Not applicable,United-States,United-States,United-States,Native- Born in the United States          ,Not applicable,Not applicable,95,United States,United States,United States,0,0,0,0,52,Private                       ,Finance insurance and real estate  ,Executive admin and managerial       ,Not applicable,Not applicable,Full-time schedules               ,Single                      ,NA,-50000,0,F,T,Yes,Yes
